Step,Accuracy_Train,TRP_Train,FPR_Train,Cost_train,Accuracy_Val,TRP_Val,FPR_Val,Cost_Val
672,94.23077274113894,97.25274725274724,91.20879120879121,0.6410200189686145,60.714285714285715,57.142857142857146,64.28571428571429,1.002178738400748
704,93.95604745617935,97.25274725274726,90.65934065934064,0.6294766597079416,60.714285714285715,57.142857142857146,64.28571428571429,1.004734253893208
736,94.23077274113894,97.25274725274724,91.20879120879121,0.6181324745095693,64.28571428571429,57.142857142857146,71.42857142857143,0.9821739215487931
768,95.0549485960177,97.80219780219781,92.3076923076923,0.6070587051300939,64.28571428571429,57.142857142857146,71.42857142857143,0.9700133339767305
800,95.0549485960177,97.80219780219781,92.3076923076923,0.5962523185995457,64.28571428571429,57.142857142857146,71.42857142857143,0.9703092249442438
832,94.78022331105811,97.25274725274726,92.3076923076923,0.5858770288182199,64.28571428571429,50.0,78.57142857142857,0.9919944967660701
864,95.3296738809773,97.25274725274726,93.4065934065934,0.5755775219818444,67.85714285714286,57.142857142857146,78.57142857142857,0.9780689145963589
896,95.3296738809773,97.25274725274726,93.4065934065934,0.5656879074719912,67.85714285714286,57.142857142857146,78.57142857142857,0.9764508297013126
928,95.3296738809773,97.25274725274724,93.40659340659342,0.5559427401892524,60.714285714285715,50.0,71.42857142857143,1.0121962773878648
960,95.3296738809773,97.25274725274724,93.4065934065934,0.5466123558863033,60.714285714285715,50.0,71.42857142857143,1.0164603980954958
992,95.60439916593688,97.25274725274726,93.95604395604396,0.5374986408841845,60.714285714285715,50.0,71.42857142857143,1.0150157685089352
1024,95.60439916593688,97.25274725274726,93.95604395604396,0.5287220296055044,60.714285714285715,50.0,71.42857142857143,1.0190886667509313
1056,95.87912445089647,97.25274725274724,94.50549450549453,0.5201257157404621,60.714285714285715,50.0,71.42857142857143,1.020774235656863
1088,95.87912445089647,97.25274725274724,94.50549450549453,0.5117593226460525,60.714285714285715,50.0,71.42857142857143,1.0243199707118837
1120,96.15384973585606,97.25274725274724,95.05494505494507,0.5036681645608095,60.714285714285715,50.0,71.42857142857143,1.028799671718467
1152,96.70330030577523,97.25274725274728,96.15384615384616,0.4957527739839653,60.714285714285715,50.0,71.42857142857143,1.0310785068217228
1184,96.70330030577523,97.25274725274724,96.15384615384616,0.4880586901656048,60.714285714285715,50.0,71.42857142857143,1.0347101259192926
1216,96.70330030577523,97.25274725274724,96.15384615384616,0.4805858955148957,60.714285714285715,50.0,71.42857142857143,1.0951665519770672
1248,96.70330030577523,97.25274725274724,96.15384615384616,0.4732428644031068,60.714285714285715,50.0,71.42857142857143,1.1012568918721952
1280,96.70330030577523,97.25274725274726,96.15384615384616,0.46607263096878004,60.714285714285715,50.0,71.42857142857143,1.1063644282439575
1312,96.97802559073482,97.25274725274724,96.70329670329672,0.4591182290886128,60.714285714285715,50.0,71.42857142857143,1.1112164674602203
1344,96.70330030577523,97.25274725274724,96.15384615384617,0.45228862931132746,60.714285714285715,50.0,71.42857142857143,1.1157842074243587
1376,96.70330030577523,96.70329670329672,96.7032967032967,0.44560730293788614,57.142857142857146,50.0,64.28571428571429,1.1339305413141858
1408,96.97802559073482,96.70329670329672,97.25274725274724,0.4389851200646443,57.142857142857146,50.0,64.28571428571429,1.1379203740435273
1440,96.97802559073482,96.7032967032967,97.25274725274724,0.43262298529223714,57.142857142857146,50.0,64.28571428571429,1.1432987096084548
1472,96.97802559073482,96.7032967032967,97.25274725274726,0.42645455632203433,57.142857142857146,50.0,64.28571428571429,1.149274070056317
1504,96.97802559073482,96.7032967032967,97.25274725274726,0.4203795525202317,57.142857142857146,50.0,64.28571428571429,1.1531467526418369
1536,97.527476160654,97.25274725274726,97.8021978021978,0.4143302027935524,64.28571428571429,57.142857142857146,71.42857142857143,1.0965169041653244
1568,97.527476160654,97.25274725274724,97.80219780219782,0.4085315596017578,64.28571428571429,57.142857142857146,71.42857142857143,1.099552076753183
1600,97.527476160654,97.25274725274726,97.8021978021978,0.4027627966429136,64.28571428571429,57.142857142857146,71.42857142857143,1.1035399510554709
1632,97.527476160654,97.25274725274726,97.80219780219781,0.39715910964840717,64.28571428571429,57.142857142857146,71.42857142857143,1.1076057338793257
1664,97.527476160654,97.25274725274726,97.80219780219781,0.3916676718371987,60.714285714285715,57.142857142857146,64.28571428571429,1.1153264517957375
1696,97.80220144561359,97.25274725274724,98.35164835164836,0.3863043223430614,57.142857142857146,50.0,64.28571428571429,1.1683701116177723
1728,97.80220144561359,97.25274725274726,98.35164835164836,0.3807211139391626,60.714285714285715,50.0,71.42857142857143,1.1649994934059165
1760,97.80220144561359,97.25274725274726,98.35164835164836,0.3755378570378185,57.142857142857146,50.0,64.28571428571429,1.170103099601716
1792,97.80220144561359,97.25274725274724,98.35164835164836,0.3704457807837788,60.714285714285715,50.0,71.42857142857143,1.1749594710463769
1824,97.80220144561359,97.25274725274728,98.35164835164835,0.3654243267467638,60.714285714285715,50.0,71.42857142857143,1.182162186613202
1856,97.80220144561359,97.25274725274726,98.35164835164836,0.36060164181660326,60.714285714285715,50.0,71.42857142857143,1.1861205191681812
1888,97.80220144561359,97.25274725274724,98.35164835164835,0.35578458048460293,57.142857142857146,50.0,64.28571428571429,1.1918098529497847
1920,98.07692673057318,97.25274725274724,98.9010989010989,0.3511148095241527,60.714285714285715,50.0,71.42857142857143,1.1982332768482074
1952,98.07692673057318,97.25274725274724,98.9010989010989,0.34656422278027804,57.142857142857146,50.0,64.28571428571429,1.2036779535085558
1984,98.07692673057318,97.25274725274726,98.9010989010989,0.3420026787128994,57.142857142857146,50.0,64.28571428571429,1.210345241952746
2016,98.07692673057318,97.25274725274726,98.9010989010989,0.3376371374489987,60.714285714285715,50.0,71.42857142857143,1.2159515102316953
