Step,Accuracy_Train,TRP_Train,FPR_Train,Cost_train,Accuracy_Val,TRP_Val,FPR_Val,Cost_Val
1088,99.51661373488605,99.03322440087146,100.0,0.3581120690495103,62.5,72.22222222222223,33.333333333333336,1.0182468240718021
1120,99.63916275495042,99.27832244008714,100.0,0.3502775518824605,62.5,72.22222222222223,33.333333333333336,1.0468283152583353
1152,99.63916275495042,99.27832244008715,100.0,0.3427729184239747,62.5,72.22222222222223,33.333333333333336,1.0056428391349492
1184,99.7617117750148,99.52342047930283,100.0,0.33543198021426296,62.5,72.22222222222223,33.333333333333336,1.0778154195170642
1216,99.7617117750148,99.52342047930283,100.0,0.3282812682931278,62.5,72.22222222222223,33.333333333333336,1.050291907953176
1248,99.7617117750148,99.52342047930283,100.0,0.32149969837560427,58.333333333333336,66.66666666666667,33.333333333333336,1.0846131209760779
1280,99.7617117750148,99.52342047930283,100.0,0.3147783563942984,58.333333333333336,66.66666666666667,33.333333333333336,1.0945050866914154
1312,99.87745251661788,99.75490196078431,100.0,0.3084497572798046,58.333333333333336,66.66666666666667,33.333333333333336,1.1136941745214457
1344,99.7617117750148,99.52342047930283,100.0,0.30213019734677077,58.333333333333336,66.66666666666667,33.333333333333336,1.1135871047690111
1376,99.87745251661788,99.75490196078431,100.0,0.2959683573204777,58.333333333333336,66.66666666666667,33.333333333333336,1.1528383197506067
1408,99.87745251661788,99.75490196078431,100.0,0.2899510179658565,58.333333333333336,66.66666666666667,33.333333333333336,1.1590160818101067
1440,99.87745251661788,99.75490196078431,100.0,0.2843179585993099,58.333333333333336,66.66666666666667,33.333333333333336,1.1693464632209356
1472,99.87745251661788,99.75490196078431,100.0,0.27863738389993253,58.333333333333336,66.66666666666667,33.333333333333336,1.1814312089756471
1504,99.87745251661788,99.75490196078431,100.0,0.27322572759999525,58.333333333333336,66.66666666666667,33.333333333333336,1.1887506610304475
1536,99.7549034965535,99.50980392156862,100.0,0.26796076192267465,54.166666666666664,61.111111111111114,33.333333333333336,1.2936243087352561
1568,99.87745251661788,99.75490196078431,100.0,0.26266453605726786,58.333333333333336,66.66666666666667,33.333333333333336,1.2851303422267801
1600,99.87745251661788,99.75490196078431,100.0,0.2576251850393286,62.5,72.22222222222223,33.333333333333336,1.2750365884846881
1632,99.87745251661788,99.75490196078431,100.0,0.2527183558150053,62.5,72.22222222222223,33.333333333333336,1.2843436473199483
1664,99.87745251661788,99.75490196078431,100.0,0.24800572360031034,62.5,72.22222222222223,33.333333333333336,1.2931612462555375
1696,99.87745251661788,99.75490196078431,100.0,0.24328414524718378,62.5,72.22222222222223,33.333333333333336,1.304073469485531
1728,100.00000153668225,100.0,100.0,0.23869307529349573,62.5,72.22222222222223,33.333333333333336,1.31155561028911
1760,100.00000153668225,100.0,100.0,0.23428441173316691,62.5,72.22222222222223,33.333333333333336,1.3246346275131644
1792,100.00000153668225,100.0,100.0,0.23005443097415115,62.5,72.22222222222223,33.333333333333336,1.3306561863060427
1824,100.00000153668225,100.0,100.0,0.2258117014117641,62.5,72.22222222222223,33.333333333333336,1.3419289701434165
1856,100.00000153668225,100.0,100.0,0.22164463687868038,62.5,72.22222222222223,33.333333333333336,1.3511359678562596
1888,100.00000153668225,100.0,100.0,0.21759565281646961,62.5,72.22222222222223,33.333333333333336,1.3568514382680557
1920,100.00000153668225,100.0,100.0,0.21359155371278246,62.5,72.22222222222223,33.333333333333336,1.3679553524939767
1952,100.00000153668225,100.0,100.0,0.20983161099332226,62.5,72.22222222222223,33.333333333333336,1.3744357966892808
1984,100.00000153668225,100.0,100.0,0.2060198270746907,62.5,72.22222222222223,33.333333333333336,1.4083040914817715
2016,100.00000153668225,100.0,100.0,0.2025229832087374,62.5,72.22222222222223,33.333333333333336,1.4195121176262238
